Year,Location,Escapement (weir),Escapement (tower),Escapement (mark/recapture),Escapement (sonar),Age,Harvest,Region,Aerial Survey
1975,Eldorado River,0,0,0,0,0,,Norton Sound,0
1976,Eldorado River,0,0,0,0,0,,Norton Sound,1
1977,Eldorado River,0,0,0,0,0,,Norton Sound,1
1978,Eldorado River,0,0,0,0,0,,Norton Sound,1
1979,Eldorado River,0,0,0,0,0,,Norton Sound,1
1980,Eldorado River,0,0,0,0,0,,Norton Sound,1
1981,Eldorado River,0,0,0,0,0,,Norton Sound,1
1982,Eldorado River,0,0,0,0,0,,Norton Sound,1
1983,Eldorado River,0,0,0,0,0,,Norton Sound,1
1984,Eldorado River,0,0,0,0,0,,Norton Sound,1
1985,Eldorado River,0,0,0,0,0,,Norton Sound,1
1986,Eldorado River,0,0,0,0,0,,Norton Sound,1
1987,Eldorado River,0,0,0,0,0,,Norton Sound,1
1988,Eldorado River,0,0,0,0,0,,Norton Sound,1
1989,Eldorado River,0,0,0,0,0,,Norton Sound,1
1990,Eldorado River,0,0,0,0,0,,Norton Sound,1
1991,Eldorado River,0,0,0,0,0,,Norton Sound,1
1992,Eldorado River,0,0,0,0,0,,Norton Sound,1
1993,Eldorado River,0,0,0,0,0,,Norton Sound,1
1994,Eldorado River,0,0,0,0,0,,Norton Sound,1
1995,Eldorado River,0,1,0,0,0,,Norton Sound,1
1996,Eldorado River,0,1,0,0,0,,Norton Sound,1
1997,Eldorado River,0,1,0,0,0,,Norton Sound,1
1998,Eldorado River,0,1,0,0,0,,Norton Sound,1
1999,Eldorado River,0,1,0,0,0,,Norton Sound,1
2000,Eldorado River,0,1,0,0,0,,Norton Sound,1
2001,Eldorado River,0,1,0,0,1,,Norton Sound,1
2002,Eldorado River,0,1,0,0,1,,Norton Sound,1
2003,Eldorado River,1,0,0,0,1,,Norton Sound,1
2004,Eldorado River,1,0,0,0,1,,Norton Sound,1
2005,Eldorado River,1,0,0,0,1,,Norton Sound,1
2006,Eldorado River,1,0,0,0,1,,Norton Sound,1
2007,Eldorado River,1,0,0,0,1,,Norton Sound,1
2008,Eldorado River,1,0,0,0,1,,Norton Sound,1
2009,Eldorado River,1,0,0,0,1,,Norton Sound,1
2010,Eldorado River,1,0,0,0,1,,Norton Sound,1
2011,Eldorado River,1,0,0,0,1,,Norton Sound,1
2012,Eldorado River,1,0,0,0,1,,Norton Sound,0
2013,Eldorado River,1,0,0,0,1,,Norton Sound,1
2014,Eldorado River,1,0,0,0,1,,Norton Sound,0
2015,Eldorado River,1,0,0,0,1,,Norton Sound,1
2016,Eldorado River,1,0,0,0,1,,Norton Sound,1
2017,Eldorado River,1,0,0,0,1,,Norton Sound,1
2018,Eldorado River,1,0,0,0,1,,Norton Sound,1
2019,Eldorado River,1,0,0,0,1,,Norton Sound,1
2020,Eldorado River,1,0,0,0,1,,Norton Sound,1
1969,Fish River,0,0,0,0,0,,Norton Sound,1
1970,Fish River,0,0,0,0,0,,Norton Sound,1
1971,Fish River,0,0,0,0,0,,Norton Sound,1
1972,Fish River,0,0,0,0,0,,Norton Sound,1
1973,Fish River,0,0,0,0,0,,Norton Sound,1
1974,Fish River,0,0,0,0,0,,Norton Sound,1
1975,Fish River,0,0,0,0,0,,Norton Sound,1
1976,Fish River,0,0,0,0,0,,Norton Sound,1
1977,Fish River,0,0,0,0,0,,Norton Sound,1
1978,Fish River,0,0,0,0,0,,Norton Sound,1
1979,Fish River,0,0,0,0,0,,Norton Sound,1
1980,Fish River,0,0,0,0,0,,Norton Sound,1
1981,Fish River,0,0,0,0,0,,Norton Sound,1
1982,Fish River,0,0,0,0,0,,Norton Sound,1
1983,Fish River,0,0,0,0,0,,Norton Sound,1
1984,Fish River,0,0,0,0,0,,Norton Sound,1
1985,Fish River,0,0,0,0,0,,Norton Sound,1
1986,Fish River,0,0,0,0,0,,Norton Sound,1
1987,Fish River,0,0,0,0,0,,Norton Sound,1
1988,Fish River,0,0,0,0,0,,Norton Sound,1
1989,Fish River,0,0,0,0,0,,Norton Sound,0
1990,Fish River,0,0,0,0,0,,Norton Sound,0
1991,Fish River,0,0,0,0,0,,Norton Sound,1
1992,Fish River,0,0,0,0,0,,Norton Sound,1
1993,Fish River,0,0,0,0,0,,Norton Sound,1
1994,Fish River,0,0,0,0,0,,Norton Sound,1
1995,Fish River,0,0,0,0,0,,Norton Sound,1
1996,Fish River,0,0,0,0,0,,Norton Sound,1
1997,Fish River,0,0,0,0,0,,Norton Sound,1
1998,Fish River,0,0,0,0,0,,Norton Sound,1
1999,Fish River,0,0,0,0,0,,Norton Sound,1
2000,Fish River,0,0,0,0,0,,Norton Sound,1
2001,Fish River,0,0,0,0,0,,Norton Sound,1
2002,Fish River,0,0,0,0,1,,Norton Sound,1
2003,Fish River,0,0,0,0,0,,Norton Sound,1
2004,Fish River,0,0,0,0,0,,Norton Sound,1
2005,Fish River,0,0,0,0,0,,Norton Sound,1
2006,Fish River,0,0,0,0,0,,Norton Sound,1
2007,Fish River,0,0,0,0,0,,Norton Sound,1
2008,Fish River,0,0,0,0,0,,Norton Sound,1
2009,Fish River,0,0,0,0,0,,Norton Sound,1
2010,Fish River,0,0,0,0,0,,Norton Sound,1
2011,Fish River,0,0,0,0,0,,Norton Sound,1
2012,Fish River,0,0,0,0,0,,Norton Sound,1
2013,Fish River,0,0,0,0,0,,Norton Sound,1
2014,Fish River,0,1,0,0,0,,Norton Sound,1
2015,Fish River,0,1,0,0,0,,Norton Sound,1
2016,Fish River,0,1,0,0,0,,Norton Sound,1
2017,Fish River,0,1,0,0,1,,Norton Sound,1
2018,Fish River,0,1,0,0,1,,Norton Sound,1
2019,Fish River,0,1,0,0,1,,Norton Sound,1
2020,Fish River,0,1,0,0,1,,Norton Sound,1
1969,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1970,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1971,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1972,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1973,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1974,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1975,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1976,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1977,Inglutalik River,0,0,0,0,1,,Norton Sound,0
1978,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1979,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1980,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1981,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1982,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1983,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1984,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1985,Inglutalik River,0,0,0,0,1,,Norton Sound,1
1986,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1987,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1988,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1989,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1990,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1991,Inglutalik River,0,0,0,0,0,,Norton Sound,1
1992,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1993,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1994,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1995,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1996,Inglutalik River,0,0,0,0,1,,Norton Sound,0
1997,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1998,Inglutalik River,0,0,0,0,0,,Norton Sound,0
1999,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2000,Inglutalik River,0,0,0,0,1,,Norton Sound,0
2001,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2002,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2003,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2004,Inglutalik River,0,0,0,0,1,,Norton Sound,1
2005,Inglutalik River,0,0,0,0,0,,Norton Sound,1
2006,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2007,Inglutalik River,0,0,0,0,0,,Norton Sound,1
2008,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2009,Inglutalik River,0,0,0,0,0,,Norton Sound,0
2010,Inglutalik River,0,0,0,0,1,,Norton Sound,0
2011,Inglutalik River,0,1,0,0,1,,Norton Sound,1
2012,Inglutalik River,0,1,0,0,1,,Norton Sound,0
2013,Inglutalik River,0,1,0,0,1,,Norton Sound,1
2014,Inglutalik River,0,1,0,0,1,,Norton Sound,0
2015,Inglutalik River,0,1,0,0,1,,Norton Sound,1
2016,Inglutalik River,0,1,0,0,1,,Norton Sound,0
2017,Inglutalik River,0,1,0,0,1,,Norton Sound,1
2018,Inglutalik River,0,1,0,0,1,,Norton Sound,1
2019,Inglutalik River,0,1,0,0,1,,Norton Sound,0
2020,Inglutalik River,0,1,0,0,1,,Norton Sound,0
1969,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1970,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1971,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1972,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1973,Kwiniuk River,0,1,0,0,0,,Norton Sound,0
1974,Kwiniuk River,0,1,0,0,0,,Norton Sound,0
1975,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1976,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1977,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1978,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1979,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1980,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1981,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1982,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1983,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1984,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1985,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1986,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1987,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1988,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1989,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1990,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1991,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1992,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1993,Kwiniuk River,0,1,0,0,0,,Norton Sound,1
1994,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1995,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1996,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1997,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1998,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
1999,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2000,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2001,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2002,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2003,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2004,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2005,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2006,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2007,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2008,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2009,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2010,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2011,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2012,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2013,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2014,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2015,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2016,Kwiniuk River,0,1,0,0,1,,Norton Sound,1
2017,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2018,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2019,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
2020,Kwiniuk River,0,1,0,0,1,,Norton Sound,0
1969,Niukluk River,0,0,0,0,0,,Norton Sound,1
1970,Niukluk River,0,0,0,0,0,,Norton Sound,1
1971,Niukluk River,0,0,0,0,0,,Norton Sound,1
1972,Niukluk River,0,0,0,0,0,,Norton Sound,1
1973,Niukluk River,0,0,0,0,0,,Norton Sound,1
1974,Niukluk River,0,0,0,0,0,,Norton Sound,1
1975,Niukluk River,0,0,0,0,0,,Norton Sound,1
1976,Niukluk River,0,0,0,0,0,,Norton Sound,1
1977,Niukluk River,0,0,0,0,0,,Norton Sound,1
1978,Niukluk River,0,0,0,0,0,,Norton Sound,1
1979,Niukluk River,0,1,0,0,0,,Norton Sound,1
1980,Niukluk River,0,0,0,0,0,,Norton Sound,1
1981,Niukluk River,0,0,0,0,0,,Norton Sound,1
1982,Niukluk River,0,0,0,0,0,,Norton Sound,1
1983,Niukluk River,0,0,0,0,0,,Norton Sound,1
1984,Niukluk River,0,0,0,0,0,,Norton Sound,1
1985,Niukluk River,0,0,0,0,0,,Norton Sound,1
1986,Niukluk River,0,0,0,0,0,,Norton Sound,1
1987,Niukluk River,0,0,0,0,0,,Norton Sound,1
1988,Niukluk River,0,0,0,0,0,,Norton Sound,1
1989,Niukluk River,0,0,0,0,0,,Norton Sound,1
1990,Niukluk River,0,0,0,0,0,,Norton Sound,1
1991,Niukluk River,0,0,0,0,0,,Norton Sound,1
1992,Niukluk River,0,0,0,0,0,,Norton Sound,1
1993,Niukluk River,0,0,0,0,0,,Norton Sound,1
1994,Niukluk River,0,0,0,0,0,,Norton Sound,1
1995,Niukluk River,0,1,0,0,1,,Norton Sound,1
1996,Niukluk River,0,1,0,0,1,,Norton Sound,1
1997,Niukluk River,0,1,0,0,1,,Norton Sound,1
1998,Niukluk River,0,1,0,0,1,,Norton Sound,1
1999,Niukluk River,0,1,0,0,1,,Norton Sound,1
2000,Niukluk River,0,1,0,0,1,,Norton Sound,1
2001,Niukluk River,0,1,0,0,1,,Norton Sound,1
2002,Niukluk River,0,1,0,0,1,,Norton Sound,1
2003,Niukluk River,0,1,0,0,1,,Norton Sound,1
2004,Niukluk River,0,1,0,0,1,,Norton Sound,1
2005,Niukluk River,0,1,0,0,1,,Norton Sound,1
2006,Niukluk River,0,1,0,0,1,,Norton Sound,1
2007,Niukluk River,0,1,0,0,1,,Norton Sound,0
2008,Niukluk River,0,1,0,0,1,,Norton Sound,1
2009,Niukluk River,0,1,0,0,1,,Norton Sound,0
2010,Niukluk River,0,1,0,0,1,,Norton Sound,0
2011,Niukluk River,0,1,0,0,1,,Norton Sound,1
2012,Niukluk River,0,0,0,0,0,,Norton Sound,1
2013,Niukluk River,0,0,0,0,0,,Norton Sound,1
2014,Niukluk River,0,0,0,0,0,,Norton Sound,1
2015,Niukluk River,0,0,0,0,0,,Norton Sound,0
2016,Niukluk River,0,0,0,0,0,,Norton Sound,1
2017,Niukluk River,0,0,0,0,0,,Norton Sound,0
2018,Niukluk River,0,0,0,0,0,,Norton Sound,0
2019,Niukluk River,0,0,0,0,0,,Norton Sound,0
2020,Niukluk River,0,0,0,0,0,,Norton Sound,0
1969,Nome River,0,0,0,0,0,,Norton Sound,0
1970,Nome River,0,0,0,0,0,,Norton Sound,0
1971,Nome River,0,0,0,0,0,,Norton Sound,1
1972,Nome River,0,0,0,0,0,,Norton Sound,1
1973,Nome River,0,0,0,0,0,,Norton Sound,1
1974,Nome River,0,0,0,0,0,,Norton Sound,1
1975,Nome River,0,0,0,0,0,,Norton Sound,1
1976,Nome River,0,0,0,0,0,,Norton Sound,0
1977,Nome River,0,0,0,0,0,,Norton Sound,1
1978,Nome River,0,0,0,0,0,,Norton Sound,1
1979,Nome River,0,0,0,0,0,,Norton Sound,1
1980,Nome River,0,0,0,0,0,,Norton Sound,1
1981,Nome River,0,0,0,0,0,,Norton Sound,1
1982,Nome River,0,0,0,0,0,,Norton Sound,1
1983,Nome River,0,0,0,0,0,,Norton Sound,1
1984,Nome River,0,0,0,0,0,,Norton Sound,1
1985,Nome River,0,0,0,0,0,,Norton Sound,1
1986,Nome River,0,0,0,0,0,,Norton Sound,1
1987,Nome River,0,0,0,0,0,,Norton Sound,1
1988,Nome River,0,0,0,0,0,,Norton Sound,1
1989,Nome River,0,0,0,0,0,,Norton Sound,1
1990,Nome River,0,0,0,0,0,,Norton Sound,1
1991,Nome River,0,0,0,0,0,,Norton Sound,1
1992,Nome River,0,0,0,0,0,,Norton Sound,1
1993,Nome River,0,1,0,0,0,,Norton Sound,1
1994,Nome River,0,1,0,0,1,,Norton Sound,1
1995,Nome River,0,1,0,0,1,,Norton Sound,1
1996,Nome River,1,0,0,0,0,,Norton Sound,1
1997,Nome River,1,0,0,0,0,,Norton Sound,1
1998,Nome River,1,0,0,0,0,,Norton Sound,1
1999,Nome River,1,0,0,0,0,,Norton Sound,1
2000,Nome River,1,0,0,0,0,,Norton Sound,1
2001,Nome River,1,0,0,0,1,,Norton Sound,1
2002,Nome River,1,0,0,0,1,,Norton Sound,1
2003,Nome River,1,0,0,0,1,,Norton Sound,1
2004,Nome River,1,0,0,0,1,,Norton Sound,1
2005,Nome River,1,0,0,0,1,,Norton Sound,1
2006,Nome River,1,0,0,0,1,,Norton Sound,1
2007,Nome River,1,0,0,0,1,,Norton Sound,1
2008,Nome River,1,0,0,0,1,,Norton Sound,1
2009,Nome River,1,0,0,0,1,,Norton Sound,1
2010,Nome River,1,0,0,0,1,,Norton Sound,1
2011,Nome River,1,0,0,0,1,,Norton Sound,1
2012,Nome River,1,0,0,0,1,,Norton Sound,0
2013,Nome River,1,0,0,0,1,,Norton Sound,0
2014,Nome River,1,0,0,0,1,,Norton Sound,0
2015,Nome River,1,0,0,0,1,,Norton Sound,0
2016,Nome River,1,0,0,0,1,,Norton Sound,1
2017,Nome River,1,0,0,0,1,,Norton Sound,0
2018,Nome River,1,0,0,0,1,,Norton Sound,1
2019,Nome River,1,0,0,0,1,,Norton Sound,1
2020,Nome River,1,0,0,0,1,,Norton Sound,1
1969,North River,0,0,0,0,0,,Norton Sound,0
1970,North River,0,0,0,0,0,,Norton Sound,1
1971,North River,0,0,0,0,0,,Norton Sound,1
1972,North River,0,1,0,0,0,,Norton Sound,0
1973,North River,0,1,0,0,0,,Norton Sound,1
1974,North River,0,1,0,0,0,,Norton Sound,0
1975,North River,0,0,0,0,0,,Norton Sound,1
1976,North River,0,0,0,0,0,,Norton Sound,1
1977,North River,0,0,0,0,0,,Norton Sound,1
1978,North River,0,0,0,0,0,,Norton Sound,1
1979,North River,0,0,0,0,0,,Norton Sound,1
1980,North River,0,0,0,0,0,,Norton Sound,1
1981,North River,0,0,0,0,0,,Norton Sound,1
1982,North River,0,0,0,0,0,,Norton Sound,1
1983,North River,0,0,0,0,1,,Norton Sound,1
1984,North River,0,1,0,0,0,,Norton Sound,1
1985,North River,0,1,0,0,0,,Norton Sound,1
1986,North River,0,1,0,0,0,,Norton Sound,0
1987,North River,0,0,0,0,0,,Norton Sound,1
1988,North River,0,0,0,0,0,,Norton Sound,1
1989,North River,0,0,0,0,0,,Norton Sound,0
1990,North River,0,0,0,0,0,,Norton Sound,1
1991,North River,0,0,0,0,0,,Norton Sound,1
1992,North River,0,0,0,0,0,,Norton Sound,1
1993,North River,0,0,0,0,0,,Norton Sound,1
1994,North River,0,0,0,0,0,,Norton Sound,0
1995,North River,0,0,0,0,0,,Norton Sound,1
1996,North River,0,1,0,0,0,,Norton Sound,1
1997,North River,0,1,0,0,1,,Norton Sound,1
1998,North River,0,1,0,0,0,,Norton Sound,1
1999,North River,0,1,0,0,0,,Norton Sound,1
2000,North River,0,1,0,0,0,,Norton Sound,0
2001,North River,0,1,0,0,0,,Norton Sound,1
2002,North River,0,1,0,0,0,,Norton Sound,1
2003,North River,0,1,0,0,0,,Norton Sound,1
2004,North River,0,1,0,0,0,,Norton Sound,1
2005,North River,0,1,0,0,0,,Norton Sound,1
2006,North River,0,1,0,0,0,,Norton Sound,0
2007,North River,0,1,0,0,0,,Norton Sound,1
2008,North River,0,1,0,0,0,,Norton Sound,1
2009,North River,0,1,0,0,0,,Norton Sound,1
2010,North River,0,1,0,0,0,,Norton Sound,1
2011,North River,0,1,0,0,1,,Norton Sound,1
2012,North River,0,1,0,0,1,,Norton Sound,0
2013,North River,0,1,0,0,1,,Norton Sound,1
2014,North River,0,1,0,0,1,,Norton Sound,0
2015,North River,0,1,0,0,0,,Norton Sound,0
2016,North River,0,1,0,0,0,,Norton Sound,0
2017,North River,0,1,0,0,0,,Norton Sound,0
2018,North River,0,1,0,0,0,,Norton Sound,0
2019,North River,0,1,0,0,0,,Norton Sound,0
2020,North River,0,1,0,0,0,,Norton Sound,0
1969,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1970,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1971,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1972,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1973,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1974,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1975,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1976,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1977,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1978,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1979,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1980,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1981,Pikmiktalik River,0,0,0,0,0,,Norton Sound,1
1982,Pikmiktalik River,0,0,0,0,0,,Norton Sound,1
1983,Pikmiktalik River,0,0,0,0,0,,Norton Sound,1
1984,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1985,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1986,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1987,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1988,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1989,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1990,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1991,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1992,Pikmiktalik River,1,0,0,0,0,,Norton Sound,0
1993,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1994,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1995,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1996,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1997,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1998,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1999,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2000,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2001,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2002,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2003,Pikmiktalik River,0,1,0,0,1,,Norton Sound,1
2004,Pikmiktalik River,0,1,0,0,1,,Norton Sound,0
2005,Pikmiktalik River,0,1,0,0,1,,Norton Sound,1
2006,Pikmiktalik River,0,1,0,0,1,,Norton Sound,0
2007,Pikmiktalik River,0,1,0,0,1,,Norton Sound,0
2008,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2009,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2010,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2011,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2012,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2013,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2014,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2015,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2016,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2017,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2018,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2019,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
2020,Pikmiktalik River,0,0,0,0,0,,Norton Sound,0
1969,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1970,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1971,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1972,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1973,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1974,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1975,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1976,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1977,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1978,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1979,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1980,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1981,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1982,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1983,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1984,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1985,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1986,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1987,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1988,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1989,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1990,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1991,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1992,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1993,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1994,Pilgrim River,0,0,0,0,0,,Norton Sound,0
1995,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1996,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1997,Pilgrim River,0,1,0,0,0,,Norton Sound,1
1998,Pilgrim River,0,0,0,0,0,,Norton Sound,1
1999,Pilgrim River,0,0,0,0,0,,Norton Sound,1
2000,Pilgrim River,0,1,0,0,0,,Norton Sound,1
2001,Pilgrim River,0,0,0,0,0,,Norton Sound,1
2002,Pilgrim River,0,1,0,0,0,,Norton Sound,1
2003,Pilgrim River,1,0,0,0,0,,Norton Sound,1
2004,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2005,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2006,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2007,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2008,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2009,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2010,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2011,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2012,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2013,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2014,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2015,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2016,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2017,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2018,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2019,Pilgrim River,1,0,0,0,0,,Norton Sound,0
2020,Pilgrim River,1,0,0,0,0,,Norton Sound,0
1969,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
1970,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
1971,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
1972,Shaktoolik River,0,0,0,0,0,,Norton Sound,0
